ENSMUST00000000001	ENSMUSG00000000001	Gnai3
ENSMUST00000003513	ENSMUSG00000003421	Nosip
ENSMUST00000003521	ENSMUSG00000003429	Rps11
ENSMUST00000003527	ENSMUSG00000003435	Supt5
ENSMUST00000003529	ENSMUSG00000003437	Paf1
ENSMUST00000003550	ENSMUSG00000003458	Ncstn
ENSMUST00000003554	ENSMUSG00000007122	Casq1
ENSMUST00000003561	ENSMUSG00000003469	Phyhip
ENSMUST00000003568	ENSMUSG00000003476	Crhr2
ENSMUST00000003569	ENSMUSG00000003477	Inmt
ENSMUST00000003572	ENSMUSG00000029777	Gars
ENSMUST00000003574	ENSMUSG00000003484	Cyp4f18
ENSMUST00000003575	ENSMUSG00000031799	Tpm4
ENSMUST00000003597	ENSMUSG00000003505	Psg18
ENSMUST00000003599	ENSMUSG00000023036	Pcdhga12
ENSMUST00000003612	ENSMUSG00000003518	Dusp3
ENSMUST00000003620	ENSMUSG00000003526	Prodh
ENSMUST00000003621	ENSMUSG00000003527	Dgcr14
ENSMUST00000003622	ENSMUSG00000003528	Slc25a1
ENSMUST00000003628	ENSMUSG00000003534	Ddr1
ENSMUST00000003635	ENSMUSG00000003541	Ier3
ENSMUST00000003640	ENSMUSG00000003545	Fosb
ENSMUST00000003642	ENSMUSG00000003546	Klc4
ENSMUST00000003643	ENSMUSG00000030399	Ckm
ENSMUST00000003645	ENSMUSG00000003549	Ercc1
ENSMUST00000003655	ENSMUSG00000003559	As3mt
ENSMUST00000003659	ENSMUSG00000031849	Comp
ENSMUST00000003669	ENSMUSG00000003573	Homer3
ENSMUST00000003677	ENSMUSG00000003581	Rnf215
ENSMUST00000003681	ENSMUSG00000003585	Sec14l2
ENSMUST00000003687	ENSMUSG00000021253	Tgfb3
ENSMUST00000003714	ENSMUSG00000003617	Cp
ENSMUST00000003717	ENSMUSG00000042476	Abcb4
ENSMUST00000003720	ENSMUSG00000003623	Crot
ENSMUST00000003726	ENSMUSG00000024002	Brd4
ENSMUST00000003741	ENSMUSG00000003644	Rps6ka1
ENSMUST00000003754	ENSMUSG00000003657	Calb2
ENSMUST00000003759	ENSMUSG00000003662	Ciao1
ENSMUST00000003762	ENSMUSG00000003665	Has1
ENSMUST00000003777	ENSMUSG00000003680	Taf6l
ENSMUST00000003818	ENSMUSG00000003721	Insig2
ENSMUST00000003826	ENSMUSG00000032269	Htr3a
ENSMUST00000003828	ENSMUSG00000003731	Kpna6
ENSMUST00000003850	ENSMUSG00000003752	Itpkc
ENSMUST00000003857	ENSMUSG00000089832	Shkbp1
ENSMUST00000003860	ENSMUSG00000003762	Adck4
ENSMUST00000003870	ENSMUSG00000025025	Mxi1
ENSMUST00000003876	ENSMUSG00000003778	Brd8
ENSMUST00000003898	ENSMUSG00000022842	Ece2
ENSMUST00000003906	ENSMUSG00000003808	Farsa
ENSMUST00000003907	ENSMUSG00000003809	Gcdh
ENSMUST00000003908	ENSMUSG00000003810	Mast2
ENSMUST00000003910	ENSMUSG00000003812	Dnase2a
ENSMUST00000003911	ENSMUSG00000003813	Rad23a
ENSMUST00000003912	ENSMUSG00000003814	Calr
ENSMUST00000003922	ENSMUSG00000003824	Syce2
ENSMUST00000003946	ENSMUSG00000003848	Nob1
ENSMUST00000003947	ENSMUSG00000003849	Nqo1
ENSMUST00000003961	ENSMUSG00000003863	Ppfia3
ENSMUST00000003964	ENSMUSG00000003865	Gys1
ENSMUST00000003971	ENSMUSG00000003872	Lin7b
ENSMUST00000003981	ENSMUSG00000003882	Il7r
ENSMUST00000004036	ENSMUSG00000003934	Efnb3
ENSMUST00000004050	ENSMUSG00000003948	Mmd
ENSMUST00000004051	ENSMUSG00000003949	Hlf
ENSMUST00000004055	ENSMUSG00000042156	Dzip1
ENSMUST00000004057	ENSMUSG00000003955	Fam162a
ENSMUST00000004072	ENSMUSG00000003970	Rpl8
ENSMUST00000004076	ENSMUSG00000003974	Grm3
ENSMUST00000004097	ENSMUSG00000029705	Cux1
ENSMUST00000004133	ENSMUSG00000004031	Fam5b
ENSMUST00000004134	ENSMUSG00000004032	Gstm5
ENSMUST00000004136	ENSMUSG00000004038	Gstm3
ENSMUST00000004137	ENSMUSG00000004035	Gstm7
ENSMUST00000004140	ENSMUSG00000058135	Gstm1
ENSMUST00000004143	ENSMUSG00000020919	Stat5b
ENSMUST00000004145	ENSMUSG00000004043	Stat5a
ENSMUST00000004156	ENSMUSG00000004054	Map3k11
ENSMUST00000004172	ENSMUSG00000004070	Hmox2
ENSMUST00000004173	ENSMUSG00000004071	Cdip1
ENSMUST00000004200	ENSMUSG00000004096	Cwc15
ENSMUST00000004201	ENSMUSG00000004098	Col5a3
ENSMUST00000004202	ENSMUSG00000004099	Dnmt1
ENSMUST00000004203	ENSMUSG00000004100	Ppan
ENSMUST00000004206	ENSMUSG00000070319	Eif3g
ENSMUST00000004208	ENSMUSG00000004105	Angptl2
ENSMUST00000004214	ENSMUSG00000004110	Cacna1e
ENSMUST00000004222	ENSMUSG00000022702	Hira
ENSMUST00000004232	ENSMUSG00000074207	Adh1
ENSMUST00000004281	ENSMUSG00000028630	Dyrk2
ENSMUST00000004294	ENSMUSG00000004187	Kifc2
ENSMUST00000004316	ENSMUSG00000004207	Psap
ENSMUST00000004326	ENSMUSG00000031398	Plxna3
ENSMUST00000004327	ENSMUSG00000031400	G6pdx
ENSMUST00000004330	ENSMUSG00000004221	Ikbkg
ENSMUST00000004340	ENSMUSG00000004231	Pax2
ENSMUST00000004343	ENSMUSG00000004233	Wars2
ENSMUST00000004375	ENSMUSG00000004264	Phb2
ENSMUST00000004377	ENSMUSG00000004266	Ptpn6
ENSMUST00000004378	ENSMUSG00000004267	Eno2
ENSMUST00000004379	ENSMUSG00000004268	Emg1
ENSMUST00000004381	ENSMUSG00000004270	Lpcat3
ENSMUST00000004392	ENSMUSG00000029771	Irf5
ENSMUST00000004396	ENSMUSG00000004285	Atp6v1f
ENSMUST00000004430	ENSMUSG00000004319	Clcn3
ENSMUST00000004453	ENSMUSG00000004341	Gpx6
ENSMUST00000004456	ENSMUSG00000004344	Gpx5
ENSMUST00000004470	ENSMUSG00000004356	Utp20
ENSMUST00000004480	ENSMUSG00000004366	Sst
ENSMUST00000004494	ENSMUSG00000031622	Sin3b
ENSMUST00000004497	ENSMUSG00000004383	Large
ENSMUST00000004505	ENSMUSG00000020447	Npc1l1
ENSMUST00000004508	ENSMUSG00000004394	Tmed4
ENSMUST00000004554	ENSMUSG00000012848	Rps5
ENSMUST00000004560	ENSMUSG00000004446	Bid
ENSMUST00000004565	ENSMUSG00000004451	Ralb
ENSMUST00000004569	ENSMUSG00000044341	Gm5601
ENSMUST00000004574	ENSMUSG00000004460	Dnajb11
ENSMUST00000004576	ENSMUSG00000004462	Tbccd1
ENSMUST00000004587	ENSMUSG00000004473	Clec11a
ENSMUST00000004614	ENSMUSG00000058638	Zfp110
ENSMUST00000004622	ENSMUSG00000004508	Gab2
ENSMUST00000004634	ENSMUSG00000020142	Slc1a4
ENSMUST00000004646	ENSMUSG00000004530	Coro1c
ENSMUST00000004655	ENSMUSG00000004540	Psg17
ENSMUST00000004657	ENSMUSG00000004542	Psg19
ENSMUST00000004673	ENSMUSG00000004558	Ndrg2
ENSMUST00000004681	ENSMUSG00000004565	Pnpla6
ENSMUST00000004683	ENSMUSG00000004567	Mcoln1
ENSMUST00000004684	ENSMUSG00000004568	Arhgef18
ENSMUST00000004715	ENSMUSG00000061778	Mospd2
ENSMUST00000004728	ENSMUSG00000004609	Cd33
ENSMUST00000004729	ENSMUSG00000004610	Etfb
ENSMUST00000004732	ENSMUSG00000004613	Lim2
ENSMUST00000004745	ENSMUSG00000004626	Stxbp2
ENSMUST00000004749	ENSMUSG00000004630	Pcp2
ENSMUST00000004750	ENSMUSG00000004631	Sgce
ENSMUST00000004756	ENSMUSG00000004637	Wwox
ENSMUST00000004761	ENSMUSG00000058440	Nrf1
ENSMUST00000004770	ENSMUSG00000004651	Tyr
ENSMUST00000004774	ENSMUSG00000004655	Aqp1
ENSMUST00000004780	ENSMUSG00000004661	Arid3b
ENSMUST00000004786	ENSMUSG00000004667	Polr2e
ENSMUST00000004827	ENSMUSG00000004707	Ly9
ENSMUST00000004829	ENSMUSG00000004709	Cd244
ENSMUST00000004850	ENSMUSG00000004730	Emr1
ENSMUST00000004868	ENSMUSG00000004748	Mtfp1
ENSMUST00000004892	ENSMUSG00000004771	Rab11a
ENSMUST00000004910	ENSMUSG00000004788	Eif2b2
ENSMUST00000004913	ENSMUSG00000004791	Pgf
ENSMUST00000004920	ENSMUSG00000004798	Ulk2
ENSMUST00000004936	ENSMUSG00000004814	Ccl24
ENSMUST00000004943	ENSMUSG00000004821	Tmed11
ENSMUST00000004949	ENSMUSG00000027164	Traf6
ENSMUST00000004955	ENSMUSG00000020528	Prpsap2
ENSMUST00000004959	ENSMUSG00000004837	Grap
ENSMUST00000004965	ENSMUSG00000004843	Chmp2b
ENSMUST00000004968	ENSMUSG00000004846	Plod3
ENSMUST00000004985	ENSMUSG00000063952	Brpf3
ENSMUST00000004986	ENSMUSG00000004864	Mapk13
ENSMUST00000004990	ENSMUSG00000053436	Mapk14
ENSMUST00000004994	ENSMUSG00000004872	Pax3
ENSMUST00000005003	ENSMUSG00000004880	Lbr
ENSMUST00000005014	ENSMUSG00000004894	Hapln2
ENSMUST00000005015	ENSMUSG00000004895	Prcc
ENSMUST00000005016	ENSMUSG00000004896	Rrnad1
ENSMUST00000005017	ENSMUSG00000004897	Hdgf
ENSMUST00000005019	ENSMUSG00000004885	Crabp2
ENSMUST00000005041	ENSMUSG00000030435	U2af2
ENSMUST00000005051	ENSMUSG00000063229	Ldha
ENSMUST00000005053	ENSMUSG00000004945	Tmem242
ENSMUST00000005057	ENSMUSG00000004929	Thop1
ENSMUST00000005066	ENSMUSG00000004936	Map2k1
ENSMUST00000005067	ENSMUSG00000004937	Sgta
ENSMUST00000005069	ENSMUSG00000004939	Nmrk2
ENSMUST00000005072	ENSMUSG00000004947	Dtx2
ENSMUST00000005073	ENSMUSG00000004948	Zp3
ENSMUST00000005077	ENSMUSG00000004951	Hspb1
ENSMUST00000005103	ENSMUSG00000029832	Nfe2l3
ENSMUST00000005108	ENSMUSG00000030180	Kdm5a
ENSMUST00000005120	ENSMUSG00000004994	Ccdc130
ENSMUST00000005164	ENSMUSG00000005034	Prkacb
ENSMUST00000005173	ENSMUSG00000005043	Sgsh
ENSMUST00000005175	ENSMUSG00000005045	Chd5
ENSMUST00000005185	ENSMUSG00000005054	Cstb
ENSMUST00000005188	ENSMUSG00000005057	Sh2b2
ENSMUST00000005218	ENSMUSG00000005087	Cd44
ENSMUST00000005220	ENSMUSG00000005089	Slc1a2
ENSMUST00000005233	ENSMUSG00000005102	Eif2ak4
ENSMUST00000005234	ENSMUSG00000005103	Wdr1
ENSMUST00000005238	ENSMUSG00000005107	Slc2a9
ENSMUST00000005255	ENSMUSG00000005124	Wisp1
ENSMUST00000005256	ENSMUSG00000005125	Ndrg1
ENSMUST00000005262	ENSMUSG00000005131	4930550C14Rik
ENSMUST00000005279	ENSMUSG00000005148	Klf5
ENSMUST00000005334	ENSMUSG00000005202	Shbg
ENSMUST00000005336	ENSMUSG00000005204	Senp3
ENSMUST00000005352	ENSMUSG00000005220	Corin
ENSMUST00000005364	ENSMUSG00000005232	G6pc2
ENSMUST00000005365	ENSMUSG00000005233	Spc25
ENSMUST00000005371	ENSMUSG00000059552	Trp53
ENSMUST00000005394	ENSMUSG00000005262	Ufd1l
ENSMUST00000005400	ENSMUSG00000005268	Prlr
ENSMUST00000005406	ENSMUSG00000022892	App
ENSMUST00000005413	ENSMUSG00000052675	Zfp112
ENSMUST00000005452	ENSMUSG00000005320	Fgfr4
ENSMUST00000005470	ENSMUSG00000005338	Cadm3
ENSMUST00000005477	ENSMUSG00000030483	Cyp2b10
ENSMUST00000005487	ENSMUSG00000005354	Txn2
ENSMUST00000005488	ENSMUSG00000005355	Casp14
ENSMUST00000005490	ENSMUSG00000005357	Slc1a6
ENSMUST00000005493	ENSMUSG00000005360	Slc1a3
ENSMUST00000005503	ENSMUSG00000005370	Msh6
ENSMUST00000005504	ENSMUSG00000005371	Fbxo11
ENSMUST00000005507	ENSMUSG00000005373	Mlxipl
ENSMUST00000005509	ENSMUSG00000007207	Stx1a
ENSMUST00000005518	ENSMUSG00000045098	Suv420h1
ENSMUST00000005532	ENSMUSG00000005397	Nid1
ENSMUST00000005548	ENSMUSG00000005413	Hmox1
ENSMUST00000005578	ENSMUSG00000005442	Cic
ENSMUST00000005583	ENSMUSG00000005447	Pafah1b3
ENSMUST00000005592	ENSMUSG00000030468	Siglecg
ENSMUST00000005597	ENSMUSG00000056592	Zfp658
ENSMUST00000005600	ENSMUSG00000031706	Rfx1
ENSMUST00000005601	ENSMUSG00000005465	Il27ra
ENSMUST00000005606	ENSMUSG00000005469	Prkaca
ENSMUST00000005607	ENSMUSG00000005470	Asf1b
ENSMUST00000005611	ENSMUSG00000005474	Myl10
ENSMUST00000005616	ENSMUSG00000057672	Pkn1
ENSMUST00000005620	ENSMUSG00000005483	Dnajb1
ENSMUST00000005630	ENSMUSG00000005493	Msh4
ENSMUST00000005643	ENSMUSG00000005506	Celf1
ENSMUST00000005647	ENSMUSG00000005510	Ndufs3
ENSMUST00000005651	ENSMUSG00000005514	Por
ENSMUST00000005669	ENSMUSG00000040583	Cyp2b13
ENSMUST00000005678	ENSMUSG00000005540	Fcer2a
ENSMUST00000005685	ENSMUSG00000005547	Cyp2a5
ENSMUST00000005692	ENSMUSG00000005553	Atp4a
ENSMUST00000005705	ENSMUSG00000005566	Trim28
ENSMUST00000005711	ENSMUSG00000033916	Chmp2a
ENSMUST00000005714	ENSMUSG00000005575	Ube2m
ENSMUST00000005719	ENSMUSG00000005580	Adcy9
ENSMUST00000005722	ENSMUSG00000005583	Mef2c
ENSMUST00000005749	ENSMUSG00000005609	Ctr9
ENSMUST00000005751	ENSMUSG00000005611	Mrvi1
ENSMUST00000005769	ENSMUSG00000005628	Tmod4
ENSMUST00000005791	ENSMUSG00000005649	Cabp5
ENSMUST00000005798	ENSMUSG00000005656	Snx6
ENSMUST00000005810	ENSMUSG00000005667	Mthfd2
ENSMUST00000005815	ENSMUSG00000005672	Kit
ENSMUST00000005817	ENSMUSG00000005674	Tomm40l
ENSMUST00000005820	ENSMUSG00000005677	Nr1i3
ENSMUST00000005824	ENSMUSG00000005681	Apoa2
ENSMUST00000005825	ENSMUSG00000005682	Pan2
ENSMUST00000005826	ENSMUSG00000005683	Cs
ENSMUST00000005829	ENSMUSG00000005686	Ampd3
ENSMUST00000005830	ENSMUSG00000005687	Bcas2
ENSMUST00000005839	ENSMUSG00000005696	Sh2d1a
ENSMUST00000005841	ENSMUSG00000005698	Ctcf
ENSMUST00000005849	ENSMUSG00000005705	Agrp
ENSMUST00000005860	ENSMUSG00000005716	Pvalb
ENSMUST00000005862	ENSMUSG00000005718	Tfap4
ENSMUST00000005891	ENSMUSG00000047884	Klk9
ENSMUST00000005907	ENSMUSG00000005763	Cd247
ENSMUST00000005923	ENSMUSG00000005779	Psmb4
ENSMUST00000005933	ENSMUSG00000038968	Klk1b16
ENSMUST00000005950	ENSMUSG00000049723	Mmp12
ENSMUST00000005952	ENSMUSG00000005802	Slc30a4
ENSMUST00000005953	ENSMUSG00000005803	Sqrdl
ENSMUST00000005954	ENSMUSG00000005804	Bloc1s6
ENSMUST00000005964	ENSMUSG00000028138	Adh5
ENSMUST00000005975	ENSMUSG00000005823	Gpr108
ENSMUST00000005976	ENSMUSG00000005824	Tnfsf14
ENSMUST00000006005	ENSMUSG00000032492	Pth1r
ENSMUST00000006020	ENSMUSG00000005864	Cnga2
ENSMUST00000006027	ENSMUSG00000005873	Reep5
ENSMUST00000006029	ENSMUSG00000078954	Arhgap8
ENSMUST00000006035	ENSMUSG00000005881	Ergic3
ENSMUST00000006036	ENSMUSG00000005882	Uqcc
ENSMUST00000006037	ENSMUSG00000005886	Ncoa2
ENSMUST00000006046	ENSMUSG00000005892	Trh
ENSMUST00000006053	ENSMUSG00000005899	Smpd4
ENSMUST00000006061	ENSMUSG00000005907	Pex1
ENSMUST00000006071	ENSMUSG00000005917	Otx1
ENSMUST00000006094	ENSMUSG00000022445	Cyp2d26
ENSMUST00000006101	ENSMUSG00000005947	Itgae
ENSMUST00000006103	ENSMUSG00000005949	Ctns
ENSMUST00000006104	ENSMUSG00000005950	P2rx5
ENSMUST00000006105	ENSMUSG00000005951	Shpk
ENSMUST00000006106	ENSMUSG00000005952	Trpv1
ENSMUST00000006112	ENSMUSG00000005958	Ephb3
ENSMUST00000006123	ENSMUSG00000005968	Tuft1
ENSMUST00000006128	ENSMUSG00000005973	Rcn1
ENSMUST00000006136	ENSMUSG00000005980	Dnase1
ENSMUST00000006137	ENSMUSG00000005981	Trap1
ENSMUST00000006138	ENSMUSG00000005982	Naa60
ENSMUST00000006151	ENSMUSG00000005994	Tyrp1
ENSMUST00000006167	ENSMUSG00000006010	BC003331
ENSMUST00000006171	ENSMUSG00000006014	Prg4
ENSMUST00000006178	ENSMUSG00000006021	Kptn
ENSMUST00000006181	ENSMUSG00000006024	Napa
ENSMUST00000006205	ENSMUSG00000024483	Ankhd1
ENSMUST00000006217	ENSMUSG00000006058	Snf8
ENSMUST00000006221	ENSMUSG00000020128	Vps54
ENSMUST00000006235	ENSMUSG00000021939	Ctsb
ENSMUST00000006254	ENSMUSG00000006095	Tbcb
ENSMUST00000006286	ENSMUSG00000006127	Inpp5k
ENSMUST00000006293	ENSMUSG00000006134	Crkl
ENSMUST00000006301	ENSMUSG00000029703	Lrwd1
ENSMUST00000006303	ENSMUSG00000006143	Upk3bl
ENSMUST00000006311	ENSMUSG00000030353	Tead4
ENSMUST00000006341	ENSMUSG00000006179	Prss16
ENSMUST00000006353	ENSMUSG00000006191	Cdkal1
ENSMUST00000006362	ENSMUSG00000006200	Rhox6
ENSMUST00000006367	ENSMUSG00000006205	Htra1
ENSMUST00000006378	ENSMUSG00000006216	Clcnkb
ENSMUST00000006380	ENSMUSG00000006218	Fam131c
ENSMUST00000006381	ENSMUSG00000006219	Fblim1
ENSMUST00000006391	ENSMUSG00000045827	Serpinb9
ENSMUST00000006397	ENSMUSG00000006235	Epor
ENSMUST00000006403	ENSMUSG00000006241	Ccdc159
ENSMUST00000006415	ENSMUSG00000040061	Plcb2
ENSMUST00000006424	ENSMUSG00000006262	Mob1b
ENSMUST00000006431	ENSMUSG00000006269	Atp6v1b1
ENSMUST00000006435	ENSMUSG00000006273	Atp6v1b2
ENSMUST00000006444	ENSMUSG00000006281	Tep1
ENSMUST00000006451	ENSMUSG00000006288	Ttc5
ENSMUST00000006462	ENSMUSG00000006299	Aamp
ENSMUST00000006467	ENSMUSG00000006304	Arpc2
ENSMUST00000006470	ENSMUSG00000006307	Kmt2b
ENSMUST00000006476	ENSMUSG00000006313	Upk1a
ENSMUST00000006478	ENSMUSG00000006315	Tmem147
ENSMUST00000006496	ENSMUSG00000006333	Rps9
ENSMUST00000006508	ENSMUSG00000006345	Ggt1
ENSMUST00000006523	ENSMUSG00000006360	Crip1
ENSMUST00000006544	ENSMUSG00000006378	Gcat
ENSMUST00000006556	ENSMUSG00000006389	Mpl
ENSMUST00000006557	ENSMUSG00000006390	Elovl1
ENSMUST00000006559	ENSMUSG00000035274	Tpbg
ENSMUST00000006562	ENSMUSG00000006395	Hyi
ENSMUST00000006565	ENSMUSG00000006398	Cdc20
ENSMUST00000006570	ENSMUSG00000006403	Adamts4
ENSMUST00000006578	ENSMUSG00000006411	Pvrl4
ENSMUST00000006611	ENSMUSG00000006442	Srm
ENSMUST00000006614	ENSMUSG00000006445	Epha2
ENSMUST00000006618	ENSMUSG00000028919	Arhgef19
ENSMUST00000006625	ENSMUSG00000006456	Rbm14
ENSMUST00000006626	ENSMUSG00000006457	Actn3
ENSMUST00000006628	ENSMUSG00000096370	Rbm4
ENSMUST00000006629	ENSMUSG00000020315	Sptbn1
ENSMUST00000006632	ENSMUSG00000006463	Zdhhc24
ENSMUST00000006638	ENSMUSG00000006469	Slc34a3
ENSMUST00000006646	ENSMUSG00000006476	Nsmf
ENSMUST00000006659	ENSMUSG00000006488	Prl7a1
ENSMUST00000006662	ENSMUSG00000006490	Prl8a9
ENSMUST00000006664	ENSMUSG00000019756	Prl8a1
ENSMUST00000006667	ENSMUSG00000045868	Gvin1
ENSMUST00000006669	ENSMUSG00000006494	Pdk1
ENSMUST00000006679	ENSMUSG00000057729	Prtn3
ENSMUST00000006687	ENSMUSG00000028359	Orm3
ENSMUST00000006692	ENSMUSG00000006517	Mvd
ENSMUST00000006697	ENSMUSG00000006522	Itih3
ENSMUST00000006701	ENSMUSG00000006526	Tmem110
ENSMUST00000006703	ENSMUSG00000021922	Itih4
ENSMUST00000006704	ENSMUSG00000006529	Itih1
ENSMUST00000006716	ENSMUSG00000033227	Wnt6
ENSMUST00000006721	ENSMUSG00000006546	Cryba2
ENSMUST00000006742	ENSMUSG00000006567	Atp7b
ENSMUST00000006745	ENSMUSG00000006570	Defb2
ENSMUST00000006749	ENSMUSG00000006574	Slc4a1
ENSMUST00000006750	ENSMUSG00000006575	Rundc3a
ENSMUST00000006754	ENSMUSG00000020923	Ubtf
ENSMUST00000006760	ENSMUSG00000006585	Cdt1
ENSMUST00000006761	ENSMUSG00000006586	Runx1t1
ENSMUST00000006762	ENSMUSG00000006587	Snai3
ENSMUST00000006764	ENSMUSG00000006589	Aprt
ENSMUST00000006774	ENSMUSG00000006599	Gtf2h1
ENSMUST00000006785	ENSMUSG00000021335	Slc17a1
ENSMUST00000006787	ENSMUSG00000006611	Hfe
ENSMUST00000006792	ENSMUSG00000062524	Ncr1
ENSMUST00000006814	ENSMUSG00000006638	Abhd1
ENSMUST00000006817	ENSMUSG00000006641	Slc5a6
ENSMUST00000006818	ENSMUSG00000006642	Tcf23
ENSMUST00000006828	ENSMUSG00000006651	Aplp1
ENSMUST00000006838	ENSMUSG00000032604	Qars
ENSMUST00000006851	ENSMUSG00000006673	Qrich1
ENSMUST00000006853	ENSMUSG00000006675	P4htm
ENSMUST00000006854	ENSMUSG00000006676	Usp19
ENSMUST00000006856	ENSMUSG00000006678	Pola1
ENSMUST00000006893	ENSMUSG00000006711	D130043K22Rik
ENSMUST00000006898	ENSMUSG00000006715	Gmnn
ENSMUST00000006900	ENSMUSG00000006717	Acot13
ENSMUST00000006903	ENSMUSG00000006720	Zfp184
ENSMUST00000006912	ENSMUSG00000026737	Pip4k2a
ENSMUST00000006914	ENSMUSG00000006731	B4galnt1
ENSMUST00000006948	ENSMUSG00000006763	Saal1
ENSMUST00000006949	ENSMUSG00000006764	Tph2
ENSMUST00000006952	ENSMUSG00000040017	Saa4
ENSMUST00000006956	ENSMUSG00000040026	Saa3
ENSMUST00000006963	ENSMUSG00000055937	Krt28
ENSMUST00000006969	ENSMUSG00000006777	Krt23
ENSMUST00000006973	ENSMUSG00000020918	Kat2a
ENSMUST00000006976	ENSMUSG00000006784	Ttc25
ENSMUST00000007005	ENSMUSG00000023832	Acat2
ENSMUST00000007007	ENSMUSG00000060475	Wtap
ENSMUST00000007012	ENSMUSG00000006818	Sod2
ENSMUST00000007042	ENSMUSG00000024474	Ik
ENSMUST00000007046	ENSMUSG00000006850	Tmco6
ENSMUST00000007130	ENSMUSG00000006932	Ctnnb1
ENSMUST00000007131	ENSMUSG00000020917	Acly
ENSMUST00000007139	ENSMUSG00000006941	Eif1b
ENSMUST00000007156	ENSMUSG00000044485	Klk1b11
ENSMUST00000007161	ENSMUSG00000006948	Klk4
ENSMUST00000007171	ENSMUSG00000006958	Chrd
ENSMUST00000007207	ENSMUSG00000022843	Clcn2
ENSMUST00000007212	ENSMUSG00000006998	Psmd2
ENSMUST00000007216	ENSMUSG00000022841	Ap2m1
ENSMUST00000007236	ENSMUSG00000007021	Syngr3
ENSMUST00000007245	ENSMUSG00000007030	Vwa7
ENSMUST00000007248	ENSMUSG00000007033	Hspa1l
ENSMUST00000007249	ENSMUSG00000007034	Slc44a4
ENSMUST00000007250	ENSMUSG00000007035	Msh5
ENSMUST00000007251	ENSMUSG00000007036	Abhd16a
ENSMUST00000007255	ENSMUSG00000007039	Ddah2
ENSMUST00000007266	ENSMUSG00000007050	Lsm2
ENSMUST00000007272	ENSMUSG00000045545	Krt14
ENSMUST00000007280	ENSMUSG00000053797	Krt16
ENSMUST00000007296	ENSMUSG00000007080	Pole
ENSMUST00000007301	ENSMUSG00000020908	Myh3
ENSMUST00000007317	ENSMUSG00000020911	Krt19
ENSMUST00000007318	ENSMUSG00000048981	Krt31
ENSMUST00000007340	ENSMUSG00000022229	Atp12a
ENSMUST00000007423	ENSMUSG00000007279	Scube2
ENSMUST00000007433	ENSMUSG00000091251	Kiss1
ENSMUST00000007444	ENSMUSG00000069631	Strada
ENSMUST00000007449	ENSMUSG00000052131	Akr1b7
ENSMUST00000007482	ENSMUSG00000007338	Mrpl49
ENSMUST00000007533	ENSMUSG00000078656	Vps25
ENSMUST00000007559	ENSMUSG00000007415	Gatad1
ENSMUST00000007584	ENSMUSG00000007440	Pcdhac2
ENSMUST00000007602	ENSMUSG00000007458	M6pr
ENSMUST00000007708	ENSMUSG00000007564	Ppp2r1a
ENSMUST00000007733	ENSMUSG00000007589	Tinf2
ENSMUST00000007735	ENSMUSG00000007591	Tssk4
ENSMUST00000007738	ENSMUSG00000007594	Hapln4
ENSMUST00000007747	ENSMUSG00000007603	Dus3l
ENSMUST00000007754	ENSMUSG00000007610	Gtpbp3
ENSMUST00000007757	ENSMUSG00000007613	Tgfbr1
ENSMUST00000007799	ENSMUSG00000007655	Cav1
ENSMUST00000007800	ENSMUSG00000007656	Arpp19
ENSMUST00000007803	ENSMUSG00000007659	Bcl2l1
ENSMUST00000007814	ENSMUSG00000007670	Khsrp
ENSMUST00000007865	ENSMUSG00000007721	Ccdc124
ENSMUST00000007884	ENSMUSG00000023882	Zfp54
ENSMUST00000007921	ENSMUSG00000007777	0610009B22Rik
ENSMUST00000007949	ENSMUSG00000007805	Twist2
ENSMUST00000007959	ENSMUSG00000007815	Rhoa
ENSMUST00000007961	ENSMUSG00000007817	Zmiz1
ENSMUST00000007980	ENSMUSG00000007836	Hnrnpa0
ENSMUST00000007981	ENSMUSG00000007837	Prrg2
ENSMUST00000007993	ENSMUSG00000029701	Rbm28
ENSMUST00000008004	ENSMUSG00000057788	Ddx49
ENSMUST00000008011	ENSMUSG00000054488	Gm9946
ENSMUST00000008021	ENSMUSG00000007877	Tcap
ENSMUST00000008024	ENSMUSG00000007880	Arid1a
ENSMUST00000008032	ENSMUSG00000007888	Crlf1
ENSMUST00000008036	ENSMUSG00000007892	Rplp1
ENSMUST00000008051	ENSMUSG00000007907	Cabs1
ENSMUST00000008052	ENSMUSG00000007908	Hmgcll1
ENSMUST00000008088	ENSMUSG00000007944	Ttc9b
ENSMUST00000008094	ENSMUSG00000007950	Abhd8
ENSMUST00000008131	ENSMUSG00000007987	Rabl5
ENSMUST00000008179	ENSMUSG00000008035	Mid1ip1
ENSMUST00000008273	ENSMUSG00000030069	Prok2
ENSMUST00000008280	ENSMUSG00000008136	Fhl2
ENSMUST00000008284	ENSMUSG00000008140	Emc10
ENSMUST00000008297	ENSMUSG00000008153	Clstn3
ENSMUST00000008350	ENSMUSG00000008206	Cers4
ENSMUST00000008445	ENSMUSG00000008301	Phax
ENSMUST00000008451	ENSMUSG00000008307	1700109H08Rik
ENSMUST00000008462	ENSMUSG00000008318	Relt
ENSMUST00000008517	ENSMUSG00000008373	Prpf31
ENSMUST00000008528	ENSMUSG00000008384	Sertad1
ENSMUST00000008537	ENSMUSG00000008393	Carhsp1
